id,uf,nome_uf,mesorregiao_geografica,nome_mesorregião,microrregiao_geografica,nome_microrregiao,municipio,codigo_municipio_completo,nome_municipio,distrito,codigo_de_distrito_completo,nome_distrito
4144,31,"Minas Gerais",06,"Central Mineira",025,Curvelo,09204,3109204,Buenópolis,05,310920405,Buenópolis
4145,31,"Minas Gerais",06,"Central Mineira",025,Curvelo,09204,3109204,Buenópolis,10,310920410,Curimataí
4146,31,"Minas Gerais",08,"Vale do Rio Doce",040,Caratinga,09253,3109253,Bugre,05,310925305,Bugre
4147,31,"Minas Gerais",01,"Noroeste de Minas",001,Unaí,09303,3109303,Buritis,05,310930305,Buritis
4148,31,"Minas Gerais",01,"Noroeste de Minas",001,Unaí,09303,3109303,Buritis,10,310930310,"Serra Bonita"
4149,31,"Minas Gerais",01,"Noroeste de Minas",001,Unaí,09303,3109303,Buritis,20,310930320,"São Pedro do Passa Três"
4150,31,"Minas Gerais",02,"Norte de Minas",006,Pirapora,09402,3109402,Buritizeiro,05,310940205,Buritizeiro
4151,31,"Minas Gerais",02,"Norte de Minas",006,Pirapora,09402,3109402,Buritizeiro,10,310940210,"Cachoeira do Manteiga"
4152,31,"Minas Gerais",02,"Norte de Minas",006,Pirapora,09402,3109402,Buritizeiro,15,310940215,"Paredão de Minas"
4153,31,"Minas Gerais",02,"Norte de Minas",006,Pirapora,09402,3109402,Buritizeiro,20,310940220,"Sambaíba de Minas"
4154,31,"Minas Gerais",01,"Noroeste de Minas",001,Unaí,09451,3109451,"Cabeceira Grande",05,310945105,"Cabeceira Grande"
4155,31,"Minas Gerais",01,"Noroeste de Minas",001,Unaí,09451,3109451,"Cabeceira Grande",20,310945120,"Palmital de Minas"
4156,31,"Minas Gerais",10,"Sul/Sudoeste de Minas",048,"São Sebastião do Paraíso",09501,3109501,"Cabo Verde",05,310950105,"Cabo Verde"
4157,31,"Minas Gerais",10,"Sul/Sudoeste de Minas",048,"São Sebastião do Paraíso",09501,3109501,"Cabo Verde",10,310950110,"Serra dos Lemes"
4158,31,"Minas Gerais",10,"Sul/Sudoeste de Minas",048,"São Sebastião do Paraíso",09501,3109501,"Cabo Verde",15,310950115,"São Bartolomeu de Minas"
4159,31,"Minas Gerais",07,"Metropolitana de Belo Horizonte",027,"Sete Lagoas",09600,3109600,"Cachoeira da Prata",05,310960005,"Cachoeira da Prata"
4160,31,"Minas Gerais",10,"Sul/Sudoeste de Minas",053,"Santa Rita do Sapucaí",09709,3109709,"Cachoeira de Minas",05,310970905,"Cachoeira de Minas"
4161,31,"Minas Gerais",10,"Sul/Sudoeste de Minas",053,"Santa Rita do Sapucaí",09709,3109709,"Cachoeira de Minas",10,310970910,Itaim
4162,31,"Minas Gerais",03,Jequitinhonha,013,"Pedra Azul",02704,3102704,"Cachoeira de Pajeú",05,310270405,"Cachoeira de Pajeú"
4163,31,"Minas Gerais",03,Jequitinhonha,013,"Pedra Azul",02704,3102704,"Cachoeira de Pajeú",10,310270410,"Águas Altas"
4164,31,"Minas Gerais",03,Jequitinhonha,013,"Pedra Azul",02704,3102704,"Cachoeira de Pajeú",15,310270415,"Tancredo Neves"
4165,31,"Minas Gerais",03,Jequitinhonha,013,"Pedra Azul",02704,3102704,"Cachoeira de Pajeú",20,310270420,Cateriangongo
4166,31,"Minas Gerais",05,"Triângulo Mineiro/Alto Paranaíba",017,Ituiutaba,09808,3109808,"Cachoeira Dourada",05,310980805,"Cachoeira Dourada"
4167,31,"Minas Gerais",07,"Metropolitana de Belo Horizonte",027,"Sete Lagoas",09907,3109907,Caetanópolis,05,310990705,Caetanópolis
4168,31,"Minas Gerais",07,"Metropolitana de Belo Horizonte",030,"Belo Horizonte",10004,3110004,Caeté,05,311000405,Caeté
4169,31,"Minas Gerais",07,"Metropolitana de Belo Horizonte",030,"Belo Horizonte",10004,3110004,Caeté,10,311000410,"Antônio dos Santos"
4170,31,"Minas Gerais",07,"Metropolitana de Belo Horizonte",030,"Belo Horizonte",10004,3110004,Caeté,15,311000415,"Morro Vermelho"
4171,31,"Minas Gerais",07,"Metropolitana de Belo Horizonte",030,"Belo Horizonte",10004,3110004,Caeté,20,311000420,Penedia
4172,31,"Minas Gerais",07,"Metropolitana de Belo Horizonte",030,"Belo Horizonte",10004,3110004,Caeté,25,311000425,"Roças Novas"
4173,31,"Minas Gerais",12,"Zona da Mata",063,Muriaé,10103,3110103,Caiana,05,311010305,Caiana
4174,31,"Minas Gerais",12,"Zona da Mata",062,Viçosa,10202,3110202,Cajuri,05,311020205,Cajuri
4175,31,"Minas Gerais",12,"Zona da Mata",062,Viçosa,10202,3110202,Cajuri,10,311020210,Paraguai
4176,31,"Minas Gerais",10,"Sul/Sudoeste de Minas",051,"Poços de Caldas",10301,3110301,Caldas,05,311030105,Caldas
4177,31,"Minas Gerais",10,"Sul/Sudoeste de Minas",051,"Poços de Caldas",10301,3110301,Caldas,07,311030107,"Laranjeiras de Caldas"
4178,31,"Minas Gerais",10,"Sul/Sudoeste de Minas",051,"Poços de Caldas",10301,3110301,Caldas,10,311030110,"Santana de Caldas"
4179,31,"Minas Gerais",10,"Sul/Sudoeste de Minas",051,"Poços de Caldas",10301,3110301,Caldas,15,311030115,"São Pedro de Caldas"
4180,31,"Minas Gerais",09,"Oeste de Minas",044,Formiga,10400,3110400,Camacho,05,311040005,Camacho
4181,31,"Minas Gerais",10,"Sul/Sudoeste de Minas",052,"Pouso Alegre",10509,3110509,Camanducaia,05,311050905,Camanducaia
4182,31,"Minas Gerais",10,"Sul/Sudoeste de Minas",052,"Pouso Alegre",10509,3110509,Camanducaia,10,311050910,"Monte Verde"
4183,31,"Minas Gerais",10,"Sul/Sudoeste de Minas",052,"Pouso Alegre",10509,3110509,Camanducaia,15,311050915,"São Mateus de Minas"
4184,31,"Minas Gerais",10,"Sul/Sudoeste de Minas",052,"Pouso Alegre",10608,3110608,Cambuí,05,311060805,Cambuí
4185,31,"Minas Gerais",10,"Sul/Sudoeste de Minas",054,"São Lourenço",10707,3110707,Cambuquira,05,311070705,Cambuquira
4186,31,"Minas Gerais",08,"Vale do Rio Doce",037,"Governador Valadares",10806,3110806,Campanário,05,311080605,Campanário
4187,31,"Minas Gerais",10,"Sul/Sudoeste de Minas",050,Varginha,10905,3110905,Campanha,05,311090505,Campanha
4188,31,"Minas Gerais",10,"Sul/Sudoeste de Minas",051,"Poços de Caldas",11002,3111002,Campestre,05,311100205,Campestre
4189,31,"Minas Gerais",10,"Sul/Sudoeste de Minas",051,"Poços de Caldas",11002,3111002,Campestre,10,311100210,"Posses de São Sebastião"
4190,31,"Minas Gerais",05,"Triângulo Mineiro/Alto Paranaíba",021,Frutal,11101,3111101,"Campina Verde",05,311110105,"Campina Verde"
4191,31,"Minas Gerais",05,"Triângulo Mineiro/Alto Paranaíba",021,Frutal,11101,3111101,"Campina Verde",10,311110110,Honorópolis
4192,31,"Minas Gerais",02,"Norte de Minas",007,"Montes Claros",11150,3111150,"Campo Azul",05,311115005,"Campo Azul"
4193,31,"Minas Gerais",02,"Norte de Minas",007,"Montes Claros",11150,3111150,"Campo Azul",10,311115010,"Vila São José"
4194,31,"Minas Gerais",09,"Oeste de Minas",045,"Campo Belo",11200,3111200,"Campo Belo",05,311120005,"Campo Belo"
4195,31,"Minas Gerais",09,"Oeste de Minas",045,"Campo Belo",11200,3111200,"Campo Belo",10,311120010,"Porto dos Mendes"
4196,31,"Minas Gerais",10,"Sul/Sudoeste de Minas",050,Varginha,11309,3111309,"Campo do Meio",05,311130905,"Campo do Meio"
4197,31,"Minas Gerais",05,"Triângulo Mineiro/Alto Paranaíba",022,Uberaba,11408,3111408,"Campo Florido",05,311140805,"Campo Florido"
4198,31,"Minas Gerais",05,"Triângulo Mineiro/Alto Paranaíba",023,Araxá,11507,3111507,"Campos Altos",05,311150705,"Campos Altos"
4199,31,"Minas Gerais",05,"Triângulo Mineiro/Alto Paranaíba",023,Araxá,11507,3111507,"Campos Altos",10,311150710,"São Jerônimo dos Poções"
4200,31,"Minas Gerais",10,"Sul/Sudoeste de Minas",050,Varginha,11606,3111606,"Campos Gerais",05,311160605,"Campos Gerais"
4201,31,"Minas Gerais",10,"Sul/Sudoeste de Minas",050,Varginha,11606,3111606,"Campos Gerais",10,311160610,"Córrego do Ouro"
4202,31,"Minas Gerais",09,"Oeste de Minas",045,"Campo Belo",11903,3111903,"Cana Verde",05,311190305,"Cana Verde"
4203,31,"Minas Gerais",12,"Zona da Mata",062,Viçosa,11705,3111705,Canaã,05,311170505,Canaã
4204,31,"Minas Gerais",05,"Triângulo Mineiro/Alto Paranaíba",018,Uberlândia,11804,3111804,Canápolis,05,311180405,Canápolis
4205,31,"Minas Gerais",09,"Oeste de Minas",045,"Campo Belo",12000,3112000,Candeias,05,311200005,Candeias
4206,31,"Minas Gerais",08,"Vale do Rio Doce",036,Peçanha,12059,3112059,Cantagalo,05,311205905,Cantagalo
4207,31,"Minas Gerais",12,"Zona da Mata",061,Manhuaçu,12109,3112109,Caparaó,05,311210905,Caparaó
4208,31,"Minas Gerais",11,"Campo das Vertentes",059,Barbacena,12208,3112208,"Capela Nova",05,311220805,"Capela Nova"
4209,31,"Minas Gerais",11,"Campo das Vertentes",059,Barbacena,12208,3112208,"Capela Nova",10,311220810,"Palmeiras de Capela Nova"
4210,31,"Minas Gerais",03,Jequitinhonha,011,Capelinha,12307,3112307,Capelinha,05,311230705,Capelinha
4211,31,"Minas Gerais",03,Jequitinhonha,011,Capelinha,12307,3112307,Capelinha,15,311230715,"Bom Jesus do Galego"
4212,31,"Minas Gerais",03,Jequitinhonha,011,Capelinha,12307,3112307,Capelinha,20,311230720,"Chapadinha do Ipê"
4213,31,"Minas Gerais",03,Jequitinhonha,011,Capelinha,12307,3112307,Capelinha,25,311230725,"Ponte Nova de Capelinha"
4214,31,"Minas Gerais",03,Jequitinhonha,011,Capelinha,12307,3112307,Capelinha,30,311230730,"São Caetano da Serra"
4215,31,"Minas Gerais",10,"Sul/Sudoeste de Minas",047,Passos,12406,3112406,Capetinga,05,311240605,Capetinga
4216,31,"Minas Gerais",10,"Sul/Sudoeste de Minas",047,Passos,12406,3112406,Capetinga,10,311240610,Goianases
4217,31,"Minas Gerais",07,"Metropolitana de Belo Horizonte",027,"Sete Lagoas",12505,3112505,"Capim Branco",05,311250505,"Capim Branco"
4218,31,"Minas Gerais",05,"Triângulo Mineiro/Alto Paranaíba",017,Ituiutaba,12604,3112604,Capinópolis,05,311260405,Capinópolis
4219,31,"Minas Gerais",08,"Vale do Rio Doce",037,"Governador Valadares",12653,3112653,"Capitão Andrade",05,311265305,"Capitão Andrade"
4220,31,"Minas Gerais",02,"Norte de Minas",007,"Montes Claros",12703,3112703,"Capitão Enéas",05,311270305,"Capitão Enéas"
4221,31,"Minas Gerais",02,"Norte de Minas",007,"Montes Claros",12703,3112703,"Capitão Enéas",10,311270310,Caçarema
4222,31,"Minas Gerais",02,"Norte de Minas",007,"Montes Claros",12703,3112703,"Capitão Enéas",20,311270320,"Santana da Serra"
4223,31,"Minas Gerais",10,"Sul/Sudoeste de Minas",047,Passos,12802,3112802,Capitólio,05,311280205,Capitólio
4224,31,"Minas Gerais",12,"Zona da Mata",061,Manhuaçu,12901,3112901,Caputira,05,311290105,Caputira
4225,31,"Minas Gerais",03,Jequitinhonha,012,Araçuaí,13008,3113008,Caraí,05,311300805,Caraí
4226,31,"Minas Gerais",03,Jequitinhonha,012,Araçuaí,13008,3113008,Caraí,10,311300810,Marambainha
4227,31,"Minas Gerais",03,Jequitinhonha,012,Araçuaí,13008,3113008,Caraí,12,311300812,Maranhão
4228,31,"Minas Gerais",03,Jequitinhonha,012,Araçuaí,13008,3113008,Caraí,15,311300815,"Ponto do Marambaia"
4229,31,"Minas Gerais",11,"Campo das Vertentes",059,Barbacena,13107,3113107,Caranaíba,05,311310705,Caranaíba
4230,31,"Minas Gerais",11,"Campo das Vertentes",059,Barbacena,13206,3113206,Carandaí,05,311320605,Carandaí
4231,31,"Minas Gerais",11,"Campo das Vertentes",059,Barbacena,13206,3113206,Carandaí,10,311320610,"Hermilo Alves"
4232,31,"Minas Gerais",11,"Campo das Vertentes",059,Barbacena,13206,3113206,Carandaí,15,311320615,"Pedra do Sino"
4233,31,"Minas Gerais",12,"Zona da Mata",063,Muriaé,13305,3113305,Carangola,05,311330505,Carangola
4234,31,"Minas Gerais",12,"Zona da Mata",063,Muriaé,13305,3113305,Carangola,10,311330510,Alvorada
4235,31,"Minas Gerais",12,"Zona da Mata",063,Muriaé,13305,3113305,Carangola,20,311330520,Lacerdinha
4236,31,"Minas Gerais",12,"Zona da Mata",063,Muriaé,13305,3113305,Carangola,25,311330525,"Ponte Alta de Minas"
4237,31,"Minas Gerais",08,"Vale do Rio Doce",040,Caratinga,13404,3113404,Caratinga,05,311340405,Caratinga
4238,31,"Minas Gerais",08,"Vale do Rio Doce",040,Caratinga,13404,3113404,Caratinga,07,311340407,"Cordeiro de Minas"
4239,31,"Minas Gerais",08,"Vale do Rio Doce",040,Caratinga,13404,3113404,Caratinga,10,311340410,"Dom Lara"
4240,31,"Minas Gerais",08,"Vale do Rio Doce",040,Caratinga,13404,3113404,Caratinga,13,311340413,"Dom Modesto"
4241,31,"Minas Gerais",08,"Vale do Rio Doce",040,Caratinga,13404,3113404,Caratinga,24,311340424,"Patrocínio de Caratinga"
4242,31,"Minas Gerais",08,"Vale do Rio Doce",040,Caratinga,13404,3113404,Caratinga,26,311340426,"Santa Efigênia de Caratinga"
4243,31,"Minas Gerais",08,"Vale do Rio Doce",040,Caratinga,13404,3113404,Caratinga,27,311340427,"Santa Luzia de Caratinga"
4244,31,"Minas Gerais",08,"Vale do Rio Doce",040,Caratinga,13404,3113404,Caratinga,35,311340435,"Santo Antônio do Manhuaçu"
4245,31,"Minas Gerais",08,"Vale do Rio Doce",040,Caratinga,13404,3113404,Caratinga,40,311340440,"São Cândido"
4246,31,"Minas Gerais",08,"Vale do Rio Doce",040,Caratinga,13404,3113404,Caratinga,45,311340445,"São João do Jacutinga"
4247,31,"Minas Gerais",08,"Vale do Rio Doce",040,Caratinga,13404,3113404,Caratinga,50,311340450,Sapucaia
4248,31,"Minas Gerais",03,Jequitinhonha,011,Capelinha,13503,3113503,Carbonita,05,311350305,Carbonita
4249,31,"Minas Gerais",03,Jequitinhonha,011,Capelinha,13503,3113503,Carbonita,10,311350310,"Abadia de Carbonita"
4250,31,"Minas Gerais",03,Jequitinhonha,011,Capelinha,13503,3113503,Carbonita,15,311350315,"Santana de Carbonita"
4251,31,"Minas Gerais",03,Jequitinhonha,011,Capelinha,13503,3113503,Carbonita,20,311350320,"Monte Belo de Carbonita"
4252,31,"Minas Gerais",03,Jequitinhonha,011,Capelinha,13503,3113503,Carbonita,25,311350325,Mercadinho
4253,31,"Minas Gerais",10,"Sul/Sudoeste de Minas",053,"Santa Rita do Sapucaí",13602,3113602,Careaçu,05,311360205,Careaçu
4254,31,"Minas Gerais",04,"Vale do Mucuri",016,Nanuque,13701,3113701,"Carlos Chagas",05,311370105,"Carlos Chagas"
4255,31,"Minas Gerais",04,"Vale do Mucuri",016,Nanuque,13701,3113701,"Carlos Chagas",10,311370110,"Epaminondas Otoni"
4256,31,"Minas Gerais",04,"Vale do Mucuri",016,Nanuque,13701,3113701,"Carlos Chagas",15,311370115,"Presidente Pena"
4257,31,"Minas Gerais",08,"Vale do Rio Doce",035,Guanhães,13800,3113800,Carmésia,05,311380005,Carmésia
4258,31,"Minas Gerais",10,"Sul/Sudoeste de Minas",050,Varginha,13909,3113909,"Carmo da Cachoeira",05,311390905,"Carmo da Cachoeira"
4259,31,"Minas Gerais",10,"Sul/Sudoeste de Minas",050,Varginha,13909,3113909,"Carmo da Cachoeira",20,311390920,"Palmital do Cervo"
4260,31,"Minas Gerais",09,"Oeste de Minas",046,Oliveira,14006,3114006,"Carmo da Mata",05,311400605,"Carmo da Mata"
4261,31,"Minas Gerais",10,"Sul/Sudoeste de Minas",054,"São Lourenço",14105,3114105,"Carmo de Minas",05,311410505,"Carmo de Minas"
4262,31,"Minas Gerais",09,"Oeste de Minas",043,Divinópolis,14204,3114204,"Carmo do Cajuru",05,311420405,"Carmo do Cajuru"
4263,31,"Minas Gerais",09,"Oeste de Minas",043,Divinópolis,14204,3114204,"Carmo do Cajuru",08,311420408,"Bom Jesus de Angicos"
4264,31,"Minas Gerais",09,"Oeste de Minas",043,Divinópolis,14204,3114204,"Carmo do Cajuru",09,311420409,"Santo Antônio da Serra"
4265,31,"Minas Gerais",09,"Oeste de Minas",043,Divinópolis,14204,3114204,"Carmo do Cajuru",10,311420410,"São José dos Salgados"
4266,31,"Minas Gerais",05,"Triângulo Mineiro/Alto Paranaíba",020,"Patos de Minas",14303,3114303,"Carmo do Paranaíba",05,311430305,"Carmo do Paranaíba"
4267,31,"Minas Gerais",05,"Triângulo Mineiro/Alto Paranaíba",020,"Patos de Minas",14303,3114303,"Carmo do Paranaíba",10,311430310,Quintinos
4268,31,"Minas Gerais",10,"Sul/Sudoeste de Minas",049,Alfenas,14402,3114402,"Carmo do Rio Claro",05,311440205,"Carmo do Rio Claro"
4269,31,"Minas Gerais",10,"Sul/Sudoeste de Minas",049,Alfenas,14402,3114402,"Carmo do Rio Claro",10,311440210,Itaci
4270,31,"Minas Gerais",10,"Sul/Sudoeste de Minas",049,Alfenas,14402,3114402,"Carmo do Rio Claro",20,311440220,Vilelândia
4271,31,"Minas Gerais",09,"Oeste de Minas",046,Oliveira,14501,3114501,"Carmópolis de Minas",05,311450105,"Carmópolis de Minas"
4272,31,"Minas Gerais",09,"Oeste de Minas",046,Oliveira,14501,3114501,"Carmópolis de Minas",10,311450110,"Bom Jardim das Pedras"
4273,31,"Minas Gerais",05,"Triângulo Mineiro/Alto Paranaíba",021,Frutal,14550,3114550,Carneirinho,05,311455005,Carneirinho
4274,31,"Minas Gerais",05,"Triângulo Mineiro/Alto Paranaíba",021,Frutal,14550,3114550,Carneirinho,10,311455010,"Estrela da Barra"
4275,31,"Minas Gerais",05,"Triângulo Mineiro/Alto Paranaíba",021,Frutal,14550,3114550,Carneirinho,17,311455017,"Fátima do Pontal"
4276,31,"Minas Gerais",05,"Triângulo Mineiro/Alto Paranaíba",021,Frutal,14550,3114550,Carneirinho,20,311455020,"São Sebastião do Pontal"
4277,31,"Minas Gerais",11,"Campo das Vertentes",057,Lavras,14600,3114600,Carrancas,05,311460005,Carrancas
4278,31,"Minas Gerais",10,"Sul/Sudoeste de Minas",049,Alfenas,14709,3114709,Carvalhópolis,05,311470905,Carvalhópolis
4279,31,"Minas Gerais",10,"Sul/Sudoeste de Minas",055,Andrelândia,14808,3114808,Carvalhos,05,311480805,Carvalhos
4280,31,"Minas Gerais",10,"Sul/Sudoeste de Minas",055,Andrelândia,14808,3114808,Carvalhos,10,311480810,Franceses
4281,31,"Minas Gerais",07,"Metropolitana de Belo Horizonte",034,"Conselheiro Lafaiete",14907,3114907,"Casa Grande",05,311490705,"Casa Grande"
4282,31,"Minas Gerais",05,"Triângulo Mineiro/Alto Paranaíba",018,Uberlândia,15003,3115003,"Cascalho Rico",05,311500305,"Cascalho Rico"
4283,31,"Minas Gerais",10,"Sul/Sudoeste de Minas",047,Passos,15102,3115102,Cássia,05,311510205,Cássia
4284,31,"Minas Gerais",12,"Zona da Mata",066,Cataguases,15300,3115300,Cataguases,05,311530005,Cataguases
4285,31,"Minas Gerais",12,"Zona da Mata",066,Cataguases,15300,3115300,Cataguases,07,311530007,"Aracati de Minas"
4286,31,"Minas Gerais",12,"Zona da Mata",066,Cataguases,15300,3115300,Cataguases,10,311530010,Cataguarino
4287,31,"Minas Gerais",12,"Zona da Mata",066,Cataguases,15300,3115300,Cataguases,12,311530012,"Glória de Cataguases"
4288,31,"Minas Gerais",12,"Zona da Mata",066,Cataguases,15300,3115300,Cataguases,15,311530015,Sereno
4289,31,"Minas Gerais",12,"Zona da Mata",066,Cataguases,15300,3115300,Cataguases,20,311530020,"Vista Alegre"
4290,31,"Minas Gerais",07,"Metropolitana de Belo Horizonte",031,Itabira,15359,3115359,"Catas Altas",05,311535905,"Catas Altas"
4291,31,"Minas Gerais",07,"Metropolitana de Belo Horizonte",031,Itabira,15359,3115359,"Catas Altas",10,311535910,"Morro D Água Quente"
4292,31,"Minas Gerais",07,"Metropolitana de Belo Horizonte",034,"Conselheiro Lafaiete",15409,3115409,"Catas Altas da Noruega",05,311540905,"Catas Altas da Noruega"
4293,31,"Minas Gerais",04,"Vale do Mucuri",015,"Teófilo Otoni",15458,3115458,Catuji,05,311545805,Catuji
4294,31,"Minas Gerais",02,"Norte de Minas",004,Janaúba,15474,3115474,Catuti,05,311547405,Catuti
4295,31,"Minas Gerais",02,"Norte de Minas",004,Janaúba,15474,3115474,Catuti,10,311547410,"Barreiro Branco"
4296,31,"Minas Gerais",10,"Sul/Sudoeste de Minas",054,"São Lourenço",15508,3115508,Caxambu,05,311550805,Caxambu
4297,31,"Minas Gerais",06,"Central Mineira",024,"Três Marias",15607,3115607,"Cedro do Abaeté",05,311560705,"Cedro do Abaeté"
4298,31,"Minas Gerais",08,"Vale do Rio Doce",038,Mantena,15706,3115706,"Central de Minas",05,311570605,"Central de Minas"
4299,31,"Minas Gerais",08,"Vale do Rio Doce",038,Mantena,15706,3115706,"Central de Minas",10,311570610,Floresta
4300,31,"Minas Gerais",05,"Triângulo Mineiro/Alto Paranaíba",018,Uberlândia,15805,3115805,Centralina,05,311580505,Centralina
4301,31,"Minas Gerais",12,"Zona da Mata",065,"Juiz de Fora",15904,3115904,Chácara,05,311590405,Chácara
4302,31,"Minas Gerais",12,"Zona da Mata",061,Manhuaçu,16001,3116001,Chalé,05,311600105,Chalé
4303,31,"Minas Gerais",12,"Zona da Mata",061,Manhuaçu,16001,3116001,Chalé,10,311600110,"Professor Sperber"
4304,31,"Minas Gerais",12,"Zona da Mata",061,Manhuaçu,16001,3116001,Chalé,15,311600115,"Penha do Coco"
4305,31,"Minas Gerais",12,"Zona da Mata",061,Manhuaçu,16001,3116001,Chalé,20,311600120,"Água Limpa de Chalé"
4306,31,"Minas Gerais",03,Jequitinhonha,011,Capelinha,16100,3116100,"Chapada do Norte",05,311610005,"Chapada do Norte"
4307,31,"Minas Gerais",03,Jequitinhonha,011,Capelinha,16100,3116100,"Chapada do Norte",10,311610010,"Cachoeira do Norte"
4308,31,"Minas Gerais",03,Jequitinhonha,011,Capelinha,16100,3116100,"Chapada do Norte",20,311610020,"Granjas do Norte"
4309,31,"Minas Gerais",03,Jequitinhonha,011,Capelinha,16100,3116100,"Chapada do Norte",30,311610030,"Santa Rita do Araçuaí"
4310,31,"Minas Gerais",03,Jequitinhonha,011,Capelinha,16100,3116100,"Chapada do Norte",40,311610040,"São Sebastião da Boa Vista"
4311,31,"Minas Gerais",02,"Norte de Minas",003,Januária,16159,3116159,"Chapada Gaúcha",05,311615905,"Chapada Gaúcha"
4312,31,"Minas Gerais",02,"Norte de Minas",003,Januária,16159,3116159,"Chapada Gaúcha",20,311615920,"Serra das Araras"
4313,31,"Minas Gerais",02,"Norte de Minas",003,Januária,16159,3116159,"Chapada Gaúcha",30,311615930,"Vila Bom Jesus de Minas"
4314,31,"Minas Gerais",02,"Norte de Minas",003,Januária,16159,3116159,"Chapada Gaúcha",35,311615935,"Vila Retiro Velho"
4315,31,"Minas Gerais",12,"Zona da Mata",065,"Juiz de Fora",16209,3116209,Chiador,05,311620905,Chiador
4316,31,"Minas Gerais",12,"Zona da Mata",065,"Juiz de Fora",16209,3116209,Chiador,10,311620910,"Penha Longa"
4317,31,"Minas Gerais",12,"Zona da Mata",062,Viçosa,16308,3116308,Cipotânea,05,311630805,Cipotânea
4318,31,"Minas Gerais",10,"Sul/Sudoeste de Minas",047,Passos,16407,3116407,Claraval,05,311640705,Claraval
4319,31,"Minas Gerais",02,"Norte de Minas",007,"Montes Claros",16506,3116506,"Claro dos Poções",05,311650605,"Claro dos Poções"
4320,31,"Minas Gerais",02,"Norte de Minas",007,"Montes Claros",16506,3116506,"Claro dos Poções",10,311650610,"Vista Alegre"
4321,31,"Minas Gerais",09,"Oeste de Minas",043,Divinópolis,16605,3116605,Cláudio,05,311660505,Cláudio
4322,31,"Minas Gerais",09,"Oeste de Minas",043,Divinópolis,16605,3116605,Cláudio,10,311660510,"Monsenhor João Alexandre"
4323,31,"Minas Gerais",12,"Zona da Mata",062,Viçosa,16704,3116704,Coimbra,05,311670405,Coimbra
4324,31,"Minas Gerais",08,"Vale do Rio Doce",035,Guanhães,16803,3116803,Coluna,05,311680305,Coluna
4325,31,"Minas Gerais",05,"Triângulo Mineiro/Alto Paranaíba",021,Frutal,16902,3116902,"Comendador Gomes",05,311690205,"Comendador Gomes"
4326,31,"Minas Gerais",03,Jequitinhonha,013,"Pedra Azul",17009,3117009,Comercinho,05,311700905,Comercinho
4327,31,"Minas Gerais",03,Jequitinhonha,013,"Pedra Azul",17009,3117009,Comercinho,10,311700910,"Água Branca de Minas"
4328,31,"Minas Gerais",10,"Sul/Sudoeste de Minas",049,Alfenas,17108,3117108,"Conceição da Aparecida",05,311710805,"Conceição da Aparecida"
4329,31,"Minas Gerais",11,"Campo das Vertentes",058,"São João Del Rei",15201,3115201,"Conceição da Barra de Minas",05,311520105,"Conceição da Barra de Minas"
4330,31,"Minas Gerais",05,"Triângulo Mineiro/Alto Paranaíba",022,Uberaba,17306,3117306,"Conceição das Alagoas",05,311730605,"Conceição das Alagoas"
4331,31,"Minas Gerais",05,"Triângulo Mineiro/Alto Paranaíba",022,Uberaba,17306,3117306,"Conceição das Alagoas",10,311730610,Poncianos
4332,31,"Minas Gerais",10,"Sul/Sudoeste de Minas",053,"Santa Rita do Sapucaí",17207,3117207,"Conceição das Pedras",05,311720705,"Conceição das Pedras"
4333,31,"Minas Gerais",08,"Vale do Rio Doce",041,Aimorés,17405,3117405,"Conceição de Ipanema",05,311740505,"Conceição de Ipanema"
4334,31,"Minas Gerais",07,"Metropolitana de Belo Horizonte",028,"Conceição do Mato Dentro",17504,3117504,"Conceição do Mato Dentro",05,311750405,"Conceição do Mato Dentro"
4335,31,"Minas Gerais",07,"Metropolitana de Belo Horizonte",028,"Conceição do Mato Dentro",17504,3117504,"Conceição do Mato Dentro",10,311750410,Brejaúba
4336,31,"Minas Gerais",07,"Metropolitana de Belo Horizonte",028,"Conceição do Mato Dentro",17504,3117504,"Conceição do Mato Dentro",15,311750415,Córregos
4337,31,"Minas Gerais",07,"Metropolitana de Belo Horizonte",028,"Conceição do Mato Dentro",17504,3117504,"Conceição do Mato Dentro",20,311750420,"Costa Sena"
4338,31,"Minas Gerais",07,"Metropolitana de Belo Horizonte",028,"Conceição do Mato Dentro",17504,3117504,"Conceição do Mato Dentro",25,311750425,Itacolomi
4339,31,"Minas Gerais",07,"Metropolitana de Belo Horizonte",028,"Conceição do Mato Dentro",17504,3117504,"Conceição do Mato Dentro",28,311750428,"Ouro Fino do Mato Dentro"
4340,31,"Minas Gerais",07,"Metropolitana de Belo Horizonte",028,"Conceição do Mato Dentro",17504,3117504,"Conceição do Mato Dentro",30,311750430,"Santo Antônio do Norte"
4341,31,"Minas Gerais",07,"Metropolitana de Belo Horizonte",028,"Conceição do Mato Dentro",17504,3117504,"Conceição do Mato Dentro",32,311750432,"Santo Antônio do Cruzeiro"
4342,31,"Minas Gerais",07,"Metropolitana de Belo Horizonte",028,"Conceição do Mato Dentro",17504,3117504,"Conceição do Mato Dentro",35,311750435,"São Sebastião do Bom Sucesso"
4343,31,"Minas Gerais",07,"Metropolitana de Belo Horizonte",028,"Conceição do Mato Dentro",17504,3117504,"Conceição do Mato Dentro",36,311750436,"Senhora do Socorro"
